"entity_id","name","crawled_today"
8018,BOT_2,0
8019,BOT_3,0
8020,BOT_4,0
8021,BOT_5,0
8022,BOT_6,0
8023,BOT_7,0
8024,BOT_8,0
8025,BOT_9,0
8026,BOT_10,0
8027,BOT_11,0
8028,BOT_12,0
8029,BOT_13,0
8030,BOT_14,0
8031,BOT_15,0
8032,BOT_16,0
8033,BOT_17,0
8034,BOT_18,0
8035,BOT_19,0
8036,BOT_20,0
8037,BOT_21,0
8038,BOT_22,0
8039,BOT_23,0
8040,BOT_24,0
8041,BOT_25,0
8042,BOT_26,0
8043,BOT_27,0
8044,BOT_28,0
8045,BOT_29,0
8046,BOT_30,0
8047,BOT_31,0
8048,BOT_32,0
8049,BOT_33,0
8050,BOT_34,0
8051,BOT_35,0
8052,BOT_36,0
8053,BOT_37,0
8054,BOT_38,0
8055,BOT_39,0
8056,BOT_40,0
8057,BOT_41,0
8058,BOT_42,0
8059,BOT_43,0
8060,BOT_44,0
8061,BOT_45,0
8062,BOT_46,0
8063,BOT_47,0
8064,BOT_48,0
8065,BOT_49,0
8066,BOT_50,0
8067,BOT_51,0
8068,BOT_52,0
8069,BOT_53,0
8070,BOT_54,0
8071,BOT_55,0
8072,BOT_56,0
8073,BOT_57,0
8074,BOT_58,0
8075,BOT_59,0
8076,BOT_60,0
8077,BOT_61,0
8078,BOT_62,0
8079,BOT_63,0
8080,BOT_64,0
8081,BOT_65,0
8082,BOT_66,0
8083,BOT_67,0
8084,BOT_68,0
8085,BOT_69,0
8086,BOT_70,0
8087,BOT_71,0
8088,BOT_72,0
8089,BOT_73,0
8090,BOT_74,0
8091,BOT_75,0
8092,BOT_76,0
8093,BOT_77,0
8094,BOT_78,0
8095,BOT_79,0
8096,BOT_80,0
8097,BOT_81,0
8098,BOT_82,0
8099,BOT_83,0
8100,BOT_84,0
8101,BOT_85,0
8102,BOT_86,0
8103,BOT_87,0
8104,BOT_88,0
8105,BOT_89,0
8106,BOT_90,0
8107,BOT_91,0
8108,BOT_92,0
8109,BOT_93,0
8110,BOT_94,0
8111,BOT_95,0
8112,BOT_96,0
8113,BOT_97,0
8114,BOT_98,0
8115,BOT_99,0
8116,BOT_100,0
8117,BOT_101,0
8118,BOT_102,0
8119,BOT_103,0
8120,BOT_104,0
8121,BOT_105,0
8122,BOT_106,0
8123,BOT_107,0
8124,BOT_108,0
8125,BOT_109,0
8126,BOT_110,0
8127,BOT_111,0
8128,BOT_112,0
8129,BOT_113,0
8130,BOT_114,0
8131,BOT_115,0
8132,BOT_116,0
8133,BOT_117,0
8134,BOT_118,0
8135,BOT_119,0
8136,BOT_120,0
8137,BOT_121,0
8138,BOT_122,0
8139,BOT_123,0
8140,BOT_124,0
8141,BOT_125,0
8142,BOT_126,0
8143,BOT_127,0
8144,BOT_128,0
8145,BOT_129,0
8146,BOT_130,0
8147,BOT_131,0
8148,BOT_132,0
8149,BOT_133,0
8150,BOT_134,0
8151,BOT_135,0
8152,BOT_136,0
8153,BOT_137,0
8154,BOT_138,0
8155,BOT_139,0
8156,BOT_140,0
8157,BOT_141,0
8158,BOT_142,0
8159,BOT_143,0
8160,BOT_144,0
8161,BOT_145,0
8162,BOT_146,0
8163,BOT_147,0
8164,BOT_148,0
8165,BOT_149,0
8166,BOT_150,0
8167,BOT_151,0
8168,BOT_152,0
8169,BOT_153,0
8170,BOT_154,0
8171,BOT_155,0
8172,BOT_156,0
8173,BOT_157,0
8174,BOT_158,0
8175,BOT_159,0
8176,BOT_160,0
8177,BOT_161,0
8178,BOT_162,0
8179,BOT_163,0
8180,BOT_164,0
8181,BOT_165,0
8182,BOT_166,0
8183,BOT_167,0
8184,BOT_168,0
8185,BOT_169,0
8186,BOT_170,0
8187,BOT_171,0
8188,BOT_172,0
8189,BOT_173,0
8190,BOT_174,0
8191,BOT_175,0
8192,BOT_176,0
8193,BOT_177,0
8194,BOT_178,0
8195,BOT_179,0
8196,BOT_180,0
8197,BOT_181,0
8198,BOT_182,0
8199,BOT_183,0
8200,BOT_184,0
8201,BOT_185,0
8202,BOT_186,0
8203,BOT_187,0
8204,BOT_188,0
8205,BOT_189,0
8206,BOT_190,0
8207,BOT_191,0
8208,BOT_192,0
8209,BOT_193,0
8210,BOT_194,0
8211,BOT_195,0
8212,BOT_196,0
8213,BOT_197,0
8214,BOT_198,0
8215,BOT_199,0
8216,BOT_200,0
8217,BOT_201,0
8218,BOT_202,0
8219,BOT_203,0
8220,BOT_204,0
8221,BOT_205,0
8222,BOT_206,0
8223,BOT_207,0
8224,BOT_208,0
8225,BOT_209,0
8226,BOT_210,0
8227,BOT_211,0
8228,BOT_212,0
8229,BOT_213,0
8230,BOT_214,0
8231,BOT_215,0
8232,BOT_216,0
8233,BOT_217,0
8234,BOT_218,0
8235,BOT_219,0
8236,BOT_220,0
8237,BOT_221,0
8238,BOT_222,0
8239,BOT_223,0
8240,BOT_224,0
8241,BOT_225,0
8242,BOT_226,0
8243,BOT_227,0
8244,BOT_228,0
8245,BOT_229,0
8246,BOT_230,0
8247,BOT_231,0
8248,BOT_232,0
8249,BOT_233,0
8250,BOT_234,0
8251,BOT_235,0
8252,BOT_236,0
8253,BOT_237,0
8254,BOT_238,0
8255,BOT_239,0
8256,BOT_240,0
8257,BOT_241,0
8258,BOT_242,0
8259,BOT_243,0
8260,BOT_244,0
8261,BOT_245,0
8262,BOT_246,0
8263,BOT_247,0
8264,BOT_248,0
8265,BOT_249,0
8266,BOT_250,0
8267,BOT_251,0
8268,BOT_252,0
8269,BOT_253,0
8270,BOT_254,0
8271,BOT_255,0
8272,BOT_256,0
8273,BOT_257,0
8274,BOT_258,0
8275,BOT_259,0
8276,BOT_260,0
8277,BOT_261,0
8278,BOT_262,0
8279,BOT_263,0
8280,BOT_264,0
8281,BOT_265,0
8282,BOT_266,0
8283,BOT_267,0
8284,BOT_268,0
8285,BOT_269,0
8286,BOT_270,0
8287,BOT_271,0
8288,BOT_272,0
8289,BOT_273,0
8290,BOT_274,0
8291,BOT_275,0
8292,BOT_276,0
8293,BOT_277,0
8294,BOT_278,0
8295,BOT_279,0
8296,BOT_280,0
8297,BOT_281,0
8298,BOT_282,0
8299,BOT_283,0
8300,BOT_284,0
8301,BOT_285,0
8302,BOT_286,0
8303,BOT_287,0
8304,BOT_288,0
8305,BOT_289,0
8306,BOT_290,0
8307,BOT_291,0
8308,BOT_292,0
8309,BOT_293,0
8310,BOT_294,0
8311,BOT_295,0
8312,BOT_296,0
8313,BOT_297,0
8314,BOT_298,0
8315,BOT_299,0
8316,BOT_300,0
8317,BOT_301,0
8318,BOT_302,0
8319,BOT_303,0
8320,BOT_304,0
8321,BOT_305,0
8322,BOT_306,0
8323,BOT_307,0
8324,BOT_308,0
8325,BOT_309,0
8326,BOT_310,0
8327,BOT_311,0
8328,BOT_312,0
8329,BOT_313,0
8330,BOT_314,0
8331,BOT_315,0
8332,BOT_316,0
8333,BOT_317,0
8334,BOT_318,0
8335,BOT_319,0
8336,BOT_320,0
8337,BOT_321,0
8338,BOT_322,0
8339,BOT_323,0
8340,BOT_324,0
8341,BOT_325,0
8342,BOT_326,0
8343,BOT_327,0
8344,BOT_328,0
8345,BOT_329,0
8346,BOT_330,0
8347,BOT_331,0
8348,BOT_332,0
8349,BOT_333,0
8350,BOT_334,0
8351,BOT_335,0
8352,BOT_336,0
8353,BOT_337,0
8354,BOT_338,0
8355,BOT_339,0
8356,BOT_340,0
8357,BOT_341,0
8358,BOT_342,0
8359,BOT_343,0
8360,BOT_344,0
8361,BOT_345,0
8362,BOT_346,0
8363,BOT_347,0
8364,BOT_348,0
8365,BOT_349,0
8366,BOT_350,0
8367,BOT_351,0
8368,BOT_352,0
8369,BOT_353,0
8370,BOT_354,0
8371,BOT_355,0
8372,BOT_356,0
8373,BOT_357,0
8374,BOT_358,0
8375,BOT_359,0
8376,BOT_360,0
8377,BOT_361,0
8378,BOT_362,0
8379,BOT_363,0
8380,BOT_364,0
8381,BOT_365,0
8382,BOT_366,0
8383,BOT_367,0
8384,BOT_368,0
8385,BOT_369,0
8386,BOT_370,0
8387,BOT_371,0
8388,BOT_372,0
8389,BOT_373,0
8390,BOT_374,0
8391,BOT_375,0
8392,BOT_376,0
8393,BOT_377,0
8394,BOT_378,0
8395,BOT_379,0
8396,BOT_380,0
8397,BOT_381,0
8398,BOT_382,0
8399,BOT_383,0
8400,BOT_384,0
8401,BOT_385,0
8402,BOT_386,0
8403,BOT_387,0
8404,BOT_388,0
8405,BOT_389,0
8406,BOT_390,0
8407,BOT_391,0
8408,BOT_392,0
8409,BOT_393,0
8410,BOT_394,0
8411,BOT_395,0
8412,BOT_396,0
8413,BOT_397,0
8414,BOT_398,0
8415,BOT_399,0
8416,BOT_400,0
8417,BOT_401,0
8418,BOT_402,0
8419,BOT_403,0
8420,BOT_404,0
8421,BOT_405,0
8422,BOT_406,0
8423,BOT_407,0
8424,BOT_408,0
8425,BOT_409,0
8426,BOT_410,0
8427,BOT_411,0
8428,BOT_412,0
8429,BOT_413,0
8430,BOT_414,0
8431,BOT_415,0
8432,BOT_416,0
8433,BOT_417,0
8434,BOT_418,0
8435,BOT_419,0
8436,BOT_420,0
8437,BOT_421,0
8438,BOT_422,0
8439,BOT_423,0
8440,BOT_424,0
8441,BOT_425,0
8442,BOT_426,0
8443,BOT_427,0
8444,BOT_428,0
8445,BOT_429,0
8446,BOT_430,0
8447,BOT_431,0
8448,BOT_432,0
8449,BOT_433,0
8450,BOT_434,0
8451,BOT_435,0
8452,BOT_436,0
8453,BOT_437,0
8454,BOT_438,0
8455,BOT_439,0
8456,BOT_440,0
8457,BOT_441,0
8458,BOT_442,0
8459,BOT_443,0
8460,BOT_444,0
8461,BOT_445,0
8462,BOT_446,0
8463,BOT_447,0
8464,BOT_448,0
8465,BOT_449,0
8466,BOT_450,0
8467,BOT_451,0
8468,BOT_452,0
8469,BOT_453,0
8470,BOT_454,0
8471,BOT_455,0
8472,BOT_456,0
8473,BOT_457,0
8474,BOT_458,0
8475,BOT_459,0
8476,BOT_460,0
8477,BOT_461,0
8478,BOT_462,0
8479,BOT_463,0
8480,BOT_464,0
8481,BOT_465,0
8482,BOT_466,0
8483,BOT_467,0
8484,BOT_468,0
8485,BOT_469,0
8486,BOT_470,0
8487,BOT_471,0
8488,BOT_472,0
8489,BOT_473,0
8490,BOT_474,0
8491,BOT_475,0
8492,BOT_476,0
8493,BOT_477,0
8494,BOT_478,0
8495,BOT_479,0
8496,BOT_480,0
8497,BOT_481,0
8498,BOT_482,0
8499,BOT_483,0
8500,BOT_484,0
8501,BOT_485,0
8502,BOT_486,0
8503,BOT_487,0
8504,BOT_488,0
8505,BOT_489,0
8506,BOT_490,0
8507,BOT_491,0
8508,BOT_492,0
8509,BOT_493,0
8510,BOT_494,0
8511,BOT_495,0
8512,BOT_496,0
8513,BOT_497,0
8514,BOT_498,0
8515,BOT_499,0
8516,BOT_500,0
8517,BOT_501,0
8518,BOT_502,0
8519,BOT_503,0
8520,BOT_504,0
8521,BOT_505,0
8522,BOT_506,0
8523,BOT_507,0
8524,BOT_508,0
8525,BOT_509,0
8526,BOT_510,0
8527,BOT_511,0
8528,BOT_512,0
8529,BOT_513,0
8530,BOT_514,0
8531,BOT_515,0
8532,BOT_516,0
8533,BOT_517,0
8534,BOT_518,0
8535,BOT_519,0
8536,BOT_520,0
8537,BOT_521,0
8538,BOT_522,0
8539,BOT_523,0
8540,BOT_524,0
8541,BOT_525,0
8542,BOT_526,0
8543,BOT_527,0
8544,BOT_528,0
8545,BOT_529,0
8546,BOT_530,0
8547,BOT_531,0
8548,BOT_532,0
8549,BOT_533,0
8550,BOT_534,0
8551,BOT_535,0
8552,BOT_536,0
8553,BOT_537,0
8554,BOT_538,0
8555,BOT_539,0
8556,BOT_540,0
8557,BOT_541,0
8558,BOT_542,0
8559,BOT_543,0
8560,BOT_544,0
8561,BOT_545,0
8562,BOT_546,0
8563,BOT_547,0
8564,BOT_548,0
8565,BOT_549,0
8566,BOT_550,0
8567,BOT_551,0
8568,BOT_552,0
8569,BOT_553,0
8570,BOT_554,0
8571,BOT_555,0
8572,BOT_556,0
8573,BOT_557,0
8574,BOT_558,0
8575,BOT_559,0
8576,BOT_560,0
8577,BOT_561,0
8578,BOT_562,0
8579,BOT_563,0
8580,BOT_564,0
8581,BOT_565,0
8582,BOT_566,0
8583,BOT_567,0
8584,BOT_568,0
8585,BOT_569,0
8586,BOT_570,0
8587,BOT_571,0
8588,BOT_572,0
8589,BOT_573,0
8590,BOT_574,0
8591,BOT_575,0
8592,BOT_576,0
8593,BOT_577,0
8594,BOT_578,0
8595,BOT_579,0
8596,BOT_580,0
8597,BOT_581,0
8598,BOT_582,0
8599,BOT_583,0
8600,BOT_584,0
8601,BOT_585,0
8602,BOT_586,0
8603,BOT_587,0
8604,BOT_588,0
8605,BOT_589,0
8606,BOT_590,0
8607,BOT_591,0
8608,BOT_592,0
8609,BOT_593,0
8610,BOT_594,0
8611,BOT_595,0
8612,BOT_596,0
8613,BOT_597,0
8614,BOT_598,0
8615,BOT_599,0
8616,BOT_600,0
8617,BOT_601,0
8618,BOT_602,0
8619,BOT_603,0
8620,BOT_604,0
8621,BOT_605,0
8622,BOT_606,0
8623,BOT_607,0
8624,BOT_608,0
8625,BOT_609,0
8626,BOT_610,0
8627,BOT_611,0
8628,BOT_612,0
8629,BOT_613,0
8630,BOT_614,0
8631,BOT_615,0
8632,BOT_616,0
8633,BOT_617,0
8634,BOT_618,0
8635,BOT_619,0
8636,BOT_620,0
8637,BOT_621,0
8638,BOT_622,0
8639,BOT_623,0
8640,BOT_624,0
8641,BOT_625,0
8642,BOT_626,0
8643,BOT_627,0
8644,BOT_628,0
8645,BOT_629,0
8646,BOT_630,0
8647,BOT_631,0
8648,BOT_632,0
8649,BOT_633,0
8650,BOT_634,0
8651,BOT_635,0
8652,BOT_636,0
8653,BOT_637,0
8654,BOT_638,0
8655,BOT_639,0
8656,BOT_640,0
8657,BOT_641,0
8658,BOT_642,0
8659,BOT_643,0
8660,BOT_644,0
8661,BOT_645,0
8662,BOT_646,0
8663,BOT_647,0
8664,BOT_648,0
8665,BOT_649,0
8666,BOT_650,0
8667,BOT_651,0
8668,BOT_652,0
8669,BOT_653,0
8670,BOT_654,0
8671,BOT_655,0
8672,BOT_656,0
8673,BOT_657,0
8674,BOT_658,0
8675,BOT_659,0
8676,BOT_660,0
8677,BOT_661,0
8678,BOT_662,0
8679,BOT_663,0
8680,BOT_664,0
8681,BOT_665,0
8682,BOT_666,0
8683,BOT_667,0
8684,BOT_668,0
8685,BOT_669,0
8686,BOT_670,0
8687,BOT_671,0
8688,BOT_672,0
8689,BOT_673,0
8690,BOT_674,0
8691,BOT_675,0
8692,BOT_676,0
8693,BOT_677,0
8694,BOT_678,0
8695,BOT_679,0
8696,BOT_680,0
8697,BOT_681,0
8698,BOT_682,0
8699,BOT_683,0
8700,BOT_684,0
8701,BOT_685,0
8702,BOT_686,0
8703,BOT_687,0
8704,BOT_688,0
8705,BOT_689,0
8706,BOT_690,0
8707,BOT_691,0
8708,BOT_692,0
8709,BOT_693,0
8710,BOT_694,0
8711,BOT_695,0
8712,BOT_696,0
8713,BOT_697,0
8714,BOT_698,0
8715,BOT_699,0
8716,BOT_700,0
8717,BOT_701,0
8718,BOT_702,0
8719,BOT_703,0
8720,BOT_704,0
8721,BOT_705,0
8722,BOT_706,0
8723,BOT_707,0
8724,BOT_708,0
8725,BOT_709,0
8726,BOT_710,0
8727,BOT_711,0
8728,BOT_712,0
8729,BOT_713,0
8730,BOT_714,0
8731,BOT_715,0
8732,BOT_716,0
8733,BOT_717,0
8734,BOT_718,0
8735,BOT_719,0
8736,BOT_720,0
8737,BOT_721,0
8738,BOT_722,0
8739,BOT_723,0
8740,BOT_724,0
8741,BOT_725,0
8742,BOT_726,0
8743,BOT_727,0
8744,BOT_728,0
8745,BOT_729,0
8746,BOT_730,0
8747,BOT_731,0
8748,BOT_732,0
8749,BOT_733,0
8750,BOT_734,0
8751,BOT_735,0
8752,BOT_736,0
8753,BOT_737,0
8754,BOT_738,0
8755,BOT_739,0
8756,BOT_740,0
8757,BOT_741,0
8758,BOT_742,0
8759,BOT_743,0
8760,BOT_744,0
8761,BOT_745,0
8762,BOT_746,0
8763,BOT_747,0
8764,BOT_748,0
8765,BOT_749,0
8766,BOT_750,0
8767,BOT_751,0
8768,BOT_752,0
8769,BOT_753,0
8770,BOT_754,0
8771,BOT_755,0
8772,BOT_756,0
8773,BOT_757,0
8774,BOT_758,0
8775,BOT_759,0
8776,BOT_760,0
8777,BOT_761,0
8778,BOT_762,0
8779,BOT_763,0
8780,BOT_764,0
8781,BOT_765,0
8782,BOT_766,0
8783,BOT_767,0
8784,BOT_768,0
8785,BOT_769,0
8786,BOT_770,0
8787,BOT_771,0
8788,BOT_772,0
8789,BOT_773,0
8790,BOT_774,0
8791,BOT_775,0
8792,BOT_776,0
8793,BOT_777,0
8794,BOT_778,0
8795,BOT_779,0
8796,BOT_780,0
8797,BOT_781,0
8798,BOT_782,0
8799,BOT_783,0
8800,BOT_784,0
8801,BOT_785,0
8802,BOT_786,0
8803,BOT_787,0
8804,BOT_788,0
8805,BOT_789,0
8806,BOT_790,0
8807,BOT_791,0
8808,BOT_792,0
8809,BOT_793,0
8810,BOT_794,0
8811,BOT_795,0
8812,BOT_796,0
8813,BOT_797,0
